#temp,#2.1,#1.76,#1.2,#0.7
0.57,1.01203,1.19591,1.34942,1.23219
0.571,1.01635,1.19948,1.35089,1.23224
0.572,1.02066,1.20304,1.35235,1.23229
0.573,1.02497,1.2066,1.35381,1.23234
0.574,1.02929,1.21015,1.35526,1.23239
0.575,1.03361,1.2137,1.3567,1.23243
0.576,1.03691,1.21612,1.35714,1.23195
0.577,1.04122,1.21965,1.35856,1.23199
0.578,1.04657,1.2243,1.36097,1.23256
0.579,1.0509,1.22783,1.36239,1.2326
0.58,1.05419,1.23023,1.36279,1.23211
0.581,1.0585,1.23373,1.36419,1.23214
0.582,1.06283,1.23724,1.36557,1.23218
0.583,1.06715,1.24074,1.36695,1.23221
0.584,1.07148,1.24424,1.36832,1.23224
0.585,1.07581,1.24773,1.36969,1.23226
0.586,1.08014,1.25121,1.37104,1.23229
0.587,1.08446,1.25469,1.37239,1.23231
0.588,1.0888,1.25817,1.37373,1.23234
0.589,1.09313,1.26163,1.37507,1.23236
0.59,1.09746,1.2651,1.37639,1.23237
0.591,1.10071,1.26739,1.37671,1.23188
0.592,1.10612,1.272,1.37902,1.23241
0.593,1.11047,1.27545,1.38033,1.23242
